isbn,title,authors,publisher,language,genres
9780373076314,The Return of Rafe MacKade ,Nora Roberts,Silhouette Books,English,"['Romance', 'Contemporary Romance', 'Contemporary', 'Fiction', 'Chick Lit', 'Adult', 'Paranormal']"
9781250066626,The Revenant,Michael Punke,Picador,English,"['Historical Fiction', 'Fiction', 'Westerns', 'Adventure', 'Historical', 'Audiobook', 'Survival']"
9780804114882,The Riddle of the Third Mile ,Colin Dexter,Ivy Books,English,"['Mystery', 'Crime', 'Fiction', 'Detective', 'British Literature', 'Mystery Thriller', 'Audiobook']"
9780811214131,The Rings of Saturn,W.G. Sebald,New Directions,English,"['Fiction', 'Travel', 'German Literature', 'Literature', 'Germany', 'Novels', 'Classics']"
9780062490452,The Rise and Fall of the Dinosaurs: A New History of a Lost World,Steve Brusatte,William Morrow,,"['Nonfiction', 'Science', 'History', 'Dinosaurs', 'Nature', 'Audiobook', 'Animals']"
9780440227502,The River ,Gary Paulsen,Laurel Leaf,English,"['Fiction', 'Young Adult', 'Adventure', 'Survival', 'Realistic Fiction', 'Childrens', 'Middle Grade']"
9780767913737,The River of Doubt: Theodore Roosevelt's Darkest Journey,Candice Millard,Anchor,English,"['History', 'Nonfiction', 'Biography', 'Adventure', 'Travel', 'Presidents', 'American History']"
9780307265432,The Road,Cormac McCarthy,Alfred A. Knopf,English,"['Fiction', 'Science Fiction', 'Dystopia', 'Post Apocalyptic', 'Horror', 'Literature', 'Novels']"
9780307265432,The Road,Cormac McCarthy,Alfred A. Knopf,English,"['Fiction', 'Science Fiction', 'Dystopia', 'Post Apocalyptic', 'Horror', 'Literature', 'Novels']"
9780679724360,The Road from Coorain,Jill Ker Conway,Vintage,English,"['Memoir', 'Nonfiction', 'Biography', 'Australia', 'Biography Memoir', 'Autobiography', 'History']"
9781101906668,The Roanoke Girls,Amy Engel,Crown,English,"['Mystery', 'Fiction', 'Thriller', 'Mystery Thriller', 'Contemporary', 'Adult', 'Audiobook']"
9781101906668,The Roanoke Girls,Amy Engel,Crown,English,"['Mystery', 'Fiction', 'Thriller', 'Mystery Thriller', 'Contemporary', 'Adult', 'Audiobook']"
9780553299496,The Robots of Dawn ,Isaac Asimov,Spectra,English,"['Science Fiction', 'Fiction', 'Mystery', 'Science Fiction Fantasy', 'Robots', 'Classics', 'Detective']"
9780316098793,The Rook ,Daniel O'Malley,"Little, Brown and Company",English,"['Fantasy', 'Urban Fantasy', 'Fiction', 'Mystery', 'Paranormal', 'Science Fiction', 'Thriller']"
9781501171406,The Room on Rue Amelie,Kristin Harmel,Gallery Books,English,"['Historical Fiction', 'Fiction', 'World War II', 'France', 'Historical', 'Romance', 'War']"
9780399171628,The Rose & the Dagger ,Renee Ahdieh,G.P. Putnam's Sons Books for Young Readers,English,"['Fantasy', 'Young Adult', 'Romance', 'Retellings', 'Young Adult Fantasy', 'Fiction', 'Magic']"
9780062943477,The Rose Code,Kate Quinn,William Morrow,English,"['Historical Fiction', 'Fiction', 'Historical', 'Audiobook', 'World War II', 'Mystery', 'War']"
9780062943477,The Rose Code,Kate Quinn,William Morrow,English,"['Historical Fiction', 'Fiction', 'Historical', 'Audiobook', 'World War II', 'Mystery', 'War']"
9780446405331,The Rose Rent ,Ellis Peters,Mysterious Press,English,"['Mystery', 'Historical Fiction', 'Fiction', 'Historical', 'Medieval', 'Historical Mystery', 'Crime']"
9780609810170,The Rose Without a Thorn ,Jean Plaidy,Crown,English,"['Historical Fiction', 'Historical', 'Fiction', 'Tudor Period', 'British Literature', 'Romance', '16th Century']"
9780140863864,The Rosewood Casket,Sharyn McCrumb,Penguin Audio,English,"['Mystery', 'Fiction', 'Historical Fiction', 'Mystery Thriller', 'Southern', 'Historical', 'Audiobook']"
9781595143228,The Ruby Circle ,Richelle Mead,Razorbill,English,"['Young Adult', 'Fantasy', 'Vampires', 'Paranormal', 'Romance', 'Magic', 'Urban Fantasy']"
9780307278289,The Ruins,Scott        Smith,Vintage,English,"['Horror', 'Fiction', 'Thriller', 'Mystery', 'Suspense', 'Audiobook', 'Adventure']"
9780142406632,The Ruins of Gorlan ,John Flanagan,Puffin Books,English,"['Fantasy', 'Young Adult', 'Fiction', 'Adventure', 'Middle Grade', 'Childrens', 'Young Adult Fantasy']"
9780440241355,The Rule of Four,Ian Caldwell,Dell Publishing Company,English,"['Fiction', 'Mystery', 'Thriller', 'Historical Fiction', 'Mystery Thriller', 'Suspense', 'Books About Books']"
9780679781486,The Rules of Attraction,Bret Easton Ellis,Vintage Contemporaries,English,"['Fiction', 'Contemporary', 'LGBT', 'Novels', 'American', 'Literary Fiction', 'Literature']"
9780385339698,The Runaway Jury,John Grisham,Delta,English,"['Fiction', 'Thriller', 'Mystery', 'Crime', 'Legal Thriller', 'Suspense', 'Mystery Thriller']"
9780451197962,The Running Man,Richard Bachman,Signet,English,"['Horror', 'Fiction', 'Science Fiction', 'Dystopia', 'Thriller', 'Audiobook', 'Fantasy']"
9780743464666,The Russia House,John le Carre,Scribner,English,"['Fiction', 'Thriller', 'Espionage', 'Mystery', 'Russia', 'Spy Thriller', 'Suspense']"
9780312144074,The Samurai's Garden,Gail Tsukiyama,St. Martin's Griffin,English,"['Historical Fiction', 'Fiction', 'Japan', 'Asia', 'Historical', 'Asian Literature', 'China']"
9781563892271,"The Sandman, Vol. 1: Preludes & Nocturnes",Neil Gaiman,DC Comics: Vertigo,English,"['Graphic Novels', 'Comics', 'Fantasy', 'Fiction', 'Horror', 'Graphic Novels Comics', 'Comic Book']"
9781563892271,"The Sandman, Vol. 1: Preludes & Nocturnes",Neil Gaiman,DC Comics: Vertigo,English,"['Graphic Novels', 'Comics', 'Fantasy', 'Fiction', 'Horror', 'Graphic Novels Comics', 'Comic Book']"
9781563892875,"The Sandman, Vol. 10: The Wake",Neil Gaiman,Vertigo/DC Comics,English,"['Graphic Novels', 'Comics', 'Fantasy', 'Fiction', 'Graphic Novels Comics', 'Horror', 'Comic Book']"
9781563892257,"The Sandman, Vol. 2: The Doll's House",Neil Gaiman,Vertigo,English,"['Graphic Novels', 'Comics', 'Fantasy', 'Fiction', 'Horror', 'Graphic Novels Comics', 'Comic Book']"
9781563892264,"The Sandman, Vol. 3: Dream Country",Neil Gaiman,DC Comics/Vertigo,English,"['Graphic Novels', 'Comics', 'Fantasy', 'Fiction', 'Horror', 'Graphic Novels Comics', 'Comic Book']"
9781563890352,"The Sandman, Vol. 4: Season of Mists",Neil Gaiman,Vertigo,English,"['Graphic Novels', 'Comics', 'Fantasy', 'Fiction', 'Horror', 'Graphic Novels Comics', 'Comic Book']"
9781563890352,"The Sandman, Vol. 4: Season of Mists",Neil Gaiman,Vertigo,English,"['Graphic Novels', 'Comics', 'Fantasy', 'Fiction', 'Horror', 'Graphic Novels Comics', 'Comic Book']"
9781563890932,"The Sandman, Vol. 5: A Game of You",Neil Gaiman,DC Comics/Vertigo,English,"['Graphic Novels', 'Comics', 'Fantasy', 'Fiction', 'Horror', 'Graphic Novels Comics', 'Comic Book']"
9781563891069,"The Sandman, Vol. 6: Fables & Reflections",Neil Gaiman,DC Comics/Vertigo,English,"['Graphic Novels', 'Fantasy', 'Fiction', 'Graphic Novels Comics', 'Horror', 'Comics', 'Comic Book']"
9781563891069,"The Sandman, Vol. 6: Fables & Reflections",Neil Gaiman,DC Comics/Vertigo,English,"['Graphic Novels', 'Fantasy', 'Fiction', 'Graphic Novels Comics', 'Horror', 'Comics', 'Comic Book']"
9781563891373,"The Sandman, Vol. 7: Brief Lives",Neil Gaiman,DC Comics/Vertigo,English,"['Graphic Novels', 'Comics', 'Fantasy', 'Fiction', 'Graphic Novels Comics', 'Horror', 'Comic Book']"
9781563891700,"The Sandman, Vol. 8: Worlds' End",Neil Gaiman,DC Comics/Vertigo,English,"['Graphic Novels', 'Comics', 'Fantasy', 'Fiction', 'Graphic Novels Comics', 'Horror', 'Comic Book']"
9781563892042,"The Sandman, Vol. 9: The Kindly Ones",Neil Gaiman,DC Comics/Vertigo,English,"['Graphic Novels', 'Comics', 'Fantasy', 'Fiction', 'Horror', 'Graphic Novels Comics', 'Comic Book']"
9781401201135,The Sandman: Endless Nights,Neil Gaiman,Vertigo,English,"['Graphic Novels', 'Comics', 'Fantasy', 'Fiction', 'Graphic Novels Comics', 'Horror', 'Comic Book']"
9780006174431,The Sands of Time,Sidney Sheldon,Harpercollins Pub Ltd,English,"['Fiction', 'Thriller', 'Mystery', 'Romance', 'Suspense', 'Mystery Thriller', 'Crime']"
9780345374721,The Sapphire Rose ,David Eddings,Del Rey,English,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Magic', 'Adventure']"
9780312270827,The Satanic Verses,Salman Rushdie,Picador,English,"['Fiction', 'Classics', 'Magical Realism', 'Fantasy', 'Literature', 'Religion', 'Banned Books']"
9780374191481,The Savage Detectives,Roberto Bolaño,"Farrar, Straus and Giroux",English,"['Fiction', 'Novels', 'Spanish Literature', 'Literature', 'Latin American', 'Literary Fiction', 'Contemporary']"
9780060598327,The Saving Graces,Patricia Gaffney,Harper Perennial,English,"['Fiction', 'Chick Lit', 'Contemporary', 'Romance', 'Womens Fiction', 'Book Club', 'Womens']"
9780345471017,The Scent of Rain and Lightning,Nancy Pickard,Ballantine Books,English,"['Mystery', 'Fiction', 'Suspense', 'Mystery Thriller', 'Thriller', 'Adult', 'Contemporary']"
9780192825674,The School for Scandal and Other Plays,Richard Brinsley Sheridan,Oxford University Press,English,"['Plays', 'Drama', 'Classics', '18th Century', 'Fiction', 'Theatre', 'Irish Literature']"
9781857230758,The Scions of Shannara ,Terry Brooks,Orbit,English,"['Fantasy', 'Fiction', 'Epic Fantasy', 'Science Fiction Fantasy', 'High Fantasy', 'Adventure', 'Magic']"
9781857230758,The Scions of Shannara ,Terry Brooks,Orbit,English,"['Fantasy', 'Fiction', 'Epic Fantasy', 'Science Fiction Fantasy', 'High Fantasy', 'Adventure', 'Magic']"
9780385738750,The Scorch Trials ,James Dashner,Delacorte Press,English,"['Young Adult', 'Dystopia', 'Science Fiction', 'Fiction', 'Fantasy', 'Adventure', 'Post Apocalyptic']"
9780786856862,The Sea of Monsters ,Rick Riordan,Hyperion Books,English,"['Fantasy', 'Young Adult', 'Mythology', 'Fiction', 'Middle Grade', 'Adventure', 'Greek Mythology']"
9780385731058,The Second Summer of the Sisterhood ,Ann Brashares,Delacorte Press,English,"['Young Adult', 'Fiction', 'Chick Lit', 'Contemporary', 'Romance', 'Teen', 'Realistic Fiction']"
9780140113419,The Second World War,John Keegan,Penguin Books,English,"['History', 'Nonfiction', 'War', 'Military History', 'World War II', 'Military Fiction', 'World History']"
9780749301385,"The Secret Diary of Adrian Mole, Aged 13 3/4 ",Sue Townsend,Mandarin,English,"['Fiction', 'Young Adult', 'Humor', 'Comedy', 'Childrens', 'British Literature', 'Contemporary']"
9780060533991,"The Secret Diary of Adrian Mole, Aged 13 3/4  ",Sue Townsend,HarperTeen,English,"['Fiction', 'Young Adult', 'Humor', 'Comedy', 'Childrens', 'British Literature', 'Contemporary']"
9781400031702,The Secret History,Donna Tartt,Vintage,English,"['Fiction', 'Mystery', 'Classics', 'Contemporary', 'Thriller', 'Literary Fiction', 'Mystery Thriller']"
9780451217424,The Secret History of the Pink Carnation ,Lauren Willig,New American Library,English,"['Historical Fiction', 'Romance', 'Mystery', 'Fiction', 'Historical', 'Historical Romance', 'Chick Lit']"
9780060519537,The Secret Hour ,Scott Westerfeld,HarperTeen,English,"['Young Adult', 'Fantasy', 'Paranormal', 'Science Fiction', 'Fiction', 'Urban Fantasy', 'Supernatural']"
9780142001745,The Secret Life of Bees,Sue Monk Kidd,Penguin Books,English,"['Fiction', 'Historical Fiction', 'Classics', 'Young Adult', 'Historical', 'Contemporary', 'Adult Fiction']"
9780142001745,The Secret Life of Bees,Sue Monk Kidd,Penguin Books,English,"['Fiction', 'Historical Fiction', 'Classics', 'Young Adult', 'Historical', 'Contemporary', 'Adult Fiction']"
9780399154225,The Secret Servant ,Daniel Silva,Putnam Adult,English,"['Fiction', 'Thriller', 'Mystery', 'Espionage', 'Mystery Thriller', 'Suspense', 'Spy Thriller']"
9780689830907,The Secret Staircase ,Jill Barklem,Atheneum,English,"['Picture Books', 'Childrens', 'Fiction', 'Animals', 'Fantasy', 'Christmas', 'Short Stories']"
9781594202179,The Selected Works of T.S. Spivet,Reif Larsen,"Penguin Press HC, The",English,"['Fiction', 'Young Adult', 'Adventure', 'Coming Of Age', 'Novels', 'Contemporary', 'Literature']"
9780062059932,The Selection ,Kiera Cass,HarperTeen,English,"['Romance', 'Young Adult', 'Dystopia', 'Fantasy', 'Fiction', 'Science Fiction', 'Audiobook']"
9781882968336,The Separation,Christopher Priest,OLD EARTH BOOKS,English,"['Science Fiction', 'Fiction', 'Alternate History', 'Historical Fiction', 'Fantasy', 'War', 'World War II']"
9781882968336,The Separation,Christopher Priest,OLD EARTH BOOKS,English,"['Science Fiction', 'Fiction', 'Alternate History', 'Historical Fiction', 'Fantasy', 'War', 'World War II']"
9781423140573,The Serpent's Shadow ,Rick Riordan,Hyperion Books,English,"['Fantasy', 'Mythology', 'Young Adult', 'Middle Grade', 'Fiction', 'Adventure', 'Magic']"
9781423140573,The Serpent's Shadow ,Rick Riordan,Hyperion Books,English,"['Fantasy', 'Mythology', 'Young Adult', 'Middle Grade', 'Fiction', 'Adventure', 'Magic']"
9781501139239,The Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid,Atria Books,English,"['Fiction', 'Romance', 'Historical Fiction', 'LGBT', 'Contemporary', 'Audiobook', 'Queer']"
9780767915304,The Sex Lives of Cannibals: Adrift in the Equatorial Pacific,J. Maarten Troost,Crown,English,"['Travel', 'Nonfiction', 'Humor', 'Memoir', 'Biography', 'Adventure', 'Biography Memoir']"
9780553231328,The Shadow  Riders,Louis L'Amour,Bantam,English,"['Westerns', 'Fiction', 'Historical Fiction', 'Adventure', 'Action', 'Novels', 'Historical']"
9780345527868,The Shadow Land,Elizabeth Kostova,Ballantine Books,English,"['Historical Fiction', 'Fiction', 'Mystery', 'Historical', 'Bulgaria', 'Audiobook', 'Contemporary']"
9780812513738,The Shadow Rising ,Robert Jordan,Tom Doherty Tor Fantasy,English,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Audiobook', 'Adventure']"
9781250189967,The Shadows Between Us ,Tricia Levenseller,Feiwel and Friends,English,"['Fantasy', 'Romance', 'Young Adult', 'Young Adult Fantasy', 'Fantasy Romance', 'Fiction', 'Magic']"
9780141305950,The Shakespeare Stealer ,Gary L. Blackwood,Puffin,English,"['Historical Fiction', 'Young Adult', 'Fiction', 'Historical', 'Middle Grade', 'Childrens', 'School']"
9780517222850,The Shell Seekers,Rosamunde Pilcher,Gramercy,English,"['Fiction', 'Historical Fiction', 'Romance', 'Chick Lit', 'British Literature', 'Historical', 'Family']"
9780553382617,The Shelters of Stone ,Jean M. Auel,Bantam,English,"['Historical Fiction', 'Fiction', 'Fantasy', 'Historical', 'Romance', 'Prehistoric', 'Adventure']"
9780345388667,The Shining Ones ,David Eddings,Del Rey,,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Adventure', 'Magic']"
9781423160939,The Ship of the Dead ,Rick Riordan,Disney-Hyperion Books,English,"['Fantasy', 'Mythology', 'Young Adult', 'Middle Grade', 'Fiction', 'LGBT', 'Adventure']"
9780810111448,The Ship of Widows,Ирина Грекова,Northwestern University Press,English,"['Russia', 'Fiction', 'Historical Fiction', 'War', 'Russian Literature', '20th Century', 'School']"
9781857232059,The Ship Who Searched ,"Mercedes McCaffrey, Anne; Lackey",Orbit,English,"['Science Fiction', 'Fantasy', 'Fiction', 'Science Fiction Fantasy', 'Romance', 'Space Opera', 'Space']"
9780743225427,The Shipping News,Annie Proulx,Scribner,English,"['Fiction', 'Contemporary', 'Canada', 'Literary Fiction', 'Literature', 'Novels', 'Classics']"
9780345441706,The Sicilian,Mario Puzo,Ballantine Books,English,"['Fiction', 'Crime', 'Thriller', 'Classics', 'Historical Fiction', 'Mystery', 'Novels']"
9781559276870,The Sigma Protocol,Robert Ludlum,Audio Renaissance,English,"['Fiction', 'Thriller', 'Mystery', 'Espionage', 'Suspense', 'Mystery Thriller', 'Adventure']"
9780679758556,The Sign of the Cross: Travels in Catholic Europe,Colm Tóibín,Vintage,English,"['Travel', 'Nonfiction', 'Religion', 'Ireland', 'Memoir', 'History', 'Irish Literature']"
9781250301697,The Silent Patient,Alex Michaelides,Celadon Books,English,"['Thriller', 'Mystery', 'Fiction', 'Mystery Thriller', 'Audiobook', 'Suspense', 'Crime']"
9780316206877,The Silkworm ,Robert Galbraith,Mulholland Books,English,"['Mystery', 'Fiction', 'Crime', 'Thriller', 'Audiobook', 'Mystery Thriller', 'Detective']"
9780099414735,The Silver Pigs ,Lindsey Davis,Random House,English,"['Historical Fiction', 'Mystery', 'Fiction', 'Historical', 'Crime', 'Historical Mystery', 'Italy']"
9781501133435,The Simple Wild ,K.A. Tucker,Atria Books,English,"['Contemporary', 'Contemporary Romance', 'Fiction', 'New Adult', 'Adult', 'Audiobook', 'Chick Lit']"
9780439554794,The Singer of All Songs,Kate Constable,Scholastic Paperbacks,English,"['Fantasy', 'Young Adult', 'Magic', 'Romance', 'Adventure', 'Young Adult Fantasy', 'Fiction']"
9780061098789,The Sinister Pig ,Tony Hillerman,HarperTorch,English,"['Mystery', 'Fiction', 'Crime', 'Westerns', 'Mystery Thriller', 'Native Americans', 'Thriller']"
9780385729338,The Sisterhood of the Traveling Pants ,Ann Brashares,Delacorte Press,English,"['Young Adult', 'Fiction', 'Chick Lit', 'Contemporary', 'Romance', 'Teen', 'Realistic Fiction']"
9780802136831,The Six Wives of Henry VIII,Alison Weir,Grove Press,English,"['History', 'Nonfiction', 'Biography', 'Historical', 'Tudor Period', 'British Literature', 'Biography Memoir']"
9780743222051,The Skull Beneath the Skin ,P.D. James,Scribner Book Company,English,"['Mystery', 'Fiction', 'Crime', 'Mystery Thriller', 'Detective', 'British Literature', 'Thriller']"
9780803734951,The Sky Is Everywhere,Jandy Nelson,Dial Books,English,"['Young Adult', 'Romance', 'Contemporary', 'Fiction', 'Realistic Fiction', 'Young Adult Contemporary', 'Music']"
9780064410137,The Slippery Slope ,Lemony Snicket,HarperCollins Publishers,English,"['Fiction', 'Young Adult', 'Childrens', 'Middle Grade', 'Fantasy', 'Mystery', 'Adventure']"
9780312993559,The Snake Tattoo ,Linda Barnes,Minotaur Books,English,"['Mystery', 'Fiction', 'Crime', 'Detective', 'Audiobook', 'Mystery Thriller', 'Womens']"
9780374266516,The Solitaire Mystery,Jostein Gaarder,Farrar Straus & Giroux,English,"['Fiction', 'Philosophy', 'Fantasy', 'Young Adult', 'Mystery', 'Novels', 'Magical Realism']"
9781423140597,The Son of Neptune ,Rick Riordan,Disney-Hyperion Books,English,"['Fantasy', 'Mythology', 'Young Adult', 'Fiction', 'Middle Grade', 'Adventure', 'Greek Mythology']"
9780345322401,The Songs of Distant Earth,Arthur C. Clarke,Del Rey/Ballantine Books,English,"['Science Fiction', 'Fiction', 'Science Fiction Fantasy', 'Speculative Fiction', 'Fantasy', 'Classics', 'Novels']"
9780385735292,The Sorceress ,Michael Scott,Delacorte Press,English,"['Fantasy', 'Young Adult', 'Fiction', 'Mythology', 'Magic', 'Adventure', 'Urban Fantasy']"
9780441775675,The Sorceress and the Cygnet ,Patricia A. McKillip,Ace,English,"['Fantasy', 'Fiction', 'Young Adult', 'Science Fiction Fantasy', 'Adult', 'High Fantasy', 'Epic Fantasy']"
9781982123963,The Soulmate Equation,Christina Lauren,Gallery Books,English,"['Romance', 'Contemporary', 'Contemporary Romance', 'Fiction', 'Audiobook', 'Adult', 'Chick Lit']"
9781668002537,The Spanish Love Deception ,Elena  Armas,Elena Armas,English,"['Contemporary', 'Adult', 'Chick Lit', 'New Adult', 'Audiobook', 'Adult Fiction', 'Young Adult']"
9781668002537,The Spanish Love Deception ,Elena  Armas,Elena Armas,English,"['Contemporary', 'Adult', 'Chick Lit', 'New Adult', 'Audiobook', 'Adult Fiction', 'Young Adult']"
9780449912553,The Sparrow ,Mary Doria Russell,Ballantine Books,English,"['Science Fiction', 'Fiction', 'Fantasy', 'Religion', 'Science Fiction Fantasy', 'Speculative Fiction', 'Aliens']"
9780345481399,The Speed of Dark,Elizabeth Moon,Del Rey,English,"['Science Fiction', 'Fiction', 'Autistic Spectrum Disorder', 'Speculative Fiction', 'Science Fiction Fantasy', 'Fantasy', 'Disability']"
9781499145342,The Spice of Life,Jake Furie Lapin,Blackman Morgan Sachs Group,English,"['BDSM', 'Erotica']"
9780374525644,"The Spirit Catches You and You Fall Down: A Hmong Child, Her American Doctors, and the Collision of Two Cultures",Anne Fadiman,"Farrar, Straus and Giroux",English,"['Nonfiction', 'Medicine', 'Anthropology', 'Medical', 'Science', 'Memoir', 'History']"
9780394743257,The Sportswriter ,Richard Ford,Random House/Vintage Contemporaries,English,"['Fiction', 'Novels', 'Literature', 'Literary Fiction', 'American', 'Classics', 'Contemporary']"
9780385541213,The Starless Sea,Erin Morgenstern,Doubleday,English,"['Fantasy', 'Fiction', 'Magical Realism', 'Romance', 'Adult', 'LGBT', 'Audiobook']"
9781250085474,The Star-Touched Queen ,Roshani Chokshi,St. Martin's Griffin,English,"['Fantasy', 'Young Adult', 'Romance', 'Mythology', 'Young Adult Fantasy', 'Fiction', 'Retellings']"
9780356196695,The State of the Art ,Iain M. Banks,Orbit Books,English,"['Science Fiction', 'Fiction', 'Short Stories', 'Space Opera', 'Cultural', 'Science Fiction Fantasy', 'Fantasy']"
9781982107482,The Stationery Shop,Marjan Kamali,Gallery Books,English,"['Historical Fiction', 'Fiction', 'Romance', 'Historical', 'Iran', 'Contemporary', 'Adult']"
9780316122382,The Statistical Probability of Love at First Sight,Jennifer E. Smith,Poppy/Little Brown,English,"['Young Adult', 'Romance', 'Contemporary', 'Fiction', 'Realistic Fiction', 'Chick Lit', 'Young Adult Contemporary']"
9780670844876,The Stinky Cheese Man and Other Fairly Stupid Tales,Jon Scieszka,Viking Books for Young Readers,English,"['Picture Books', 'Childrens', 'Fiction', 'Humor', 'Fantasy', 'Fairy Tales', 'Short Stories']"
9780385516167,The Stolen Child,Keith Donohue,Nan A. Talese,English,"['Fantasy', 'Fiction', 'Fairy Tales', 'Magical Realism', 'Paranormal', 'Adult Fiction', 'Adult']"
9780316592703,The Stolen Heir ,Holly Black,"Little, Brown Books for Young Readers",English,"['Fantasy', 'Young Adult', 'Romance', 'Fae', 'Young Adult Fantasy', 'Fiction', 'Magic']"
9780316592703,The Stolen Heir ,Holly Black,"Little, Brown Books for Young Readers",English,"['Fantasy', 'Young Adult', 'Romance', 'Fae', 'Young Adult Fantasy', 'Fiction', 'Magic']"
9780140233131,The Stone Diaries,Carol Shields,Penguin Books,English,"['Fiction', 'Canada', 'Historical Fiction', 'Literary Fiction', 'Literature', 'Novels', 'Classics']"
9781860467219,The Stone Raft,José Saramago,Panther,English,"['Fiction', 'Portugal', 'Magical Realism', 'Literature', 'Portuguese Literature', 'Nobel Prize', 'Novels']"
9780061374227,The Story of Edgar Sawtelle,David Wroblewski,Ecco,English,"['Fiction', 'Animals', 'Dogs', 'Adult Fiction', 'Contemporary', 'Coming Of Age', 'Literary Fiction']"
9780140094350,The Story of English: Companion to the PBS TV Series,Robert McCrum,Penguin Books,English,"['History', 'Nonfiction', 'Language', 'Linguistics', 'Reference', 'Writing', 'Literature']"
9780312420284,The Storyteller,Mario Vargas Llosa,Picador,English,"['Fiction', 'Spanish Literature', 'Literature', 'Latin American', 'Novels', 'Latin American Literature', 'Contemporary']"
9781439102763,The Storyteller,Jodi Picoult,Atria,English,"['Fiction', 'Historical Fiction', 'Holocaust', 'Historical', 'Contemporary', 'World War II', 'Adult Fiction']"
9780061558238,The Strain ,Guillermo del Toro,William Morrow,English,"['Horror', 'Fiction', 'Vampires', 'Fantasy', 'Science Fiction', 'Thriller', 'Paranormal']"
9780553569216,The Strange Files of Fremont Jones ,Dianne Day,Crimeline,English,"['Mystery', 'Historical Fiction', 'Historical Mystery', 'Historical', 'Fiction', 'Cozy Mystery', 'Mystery Thriller']"
9780385339094,The Street Lawyer,John Grisham,Bantam,English,"['Fiction', 'Thriller', 'Mystery', 'Legal Thriller', 'Crime', 'Suspense', 'Mystery Thriller']"
9780441790975,The Stress of Her Regard,Tim Powers,Ace,English,"['Fantasy', 'Horror', 'Historical Fiction', 'Vampires', 'Fiction', 'Historical', 'Paranormal']"
9780312926052,The Student Body ,J.S. Borthwick,St. Martin's Press,English,"['Mystery', 'Cozy Mystery']"
9780679879251,The Subtle Knife ,Philip Pullman,Alfred A. Knopf Books for Young Readers,English,"['Fantasy', 'Young Adult', 'Fiction', 'Childrens', 'Adventure', 'Science Fiction', 'Audiobook']"
9780553805499,The Sugar Queen,Sarah Addison Allen,Bantam,English,"['Fiction', 'Magical Realism', 'Romance', 'Fantasy', 'Chick Lit', 'Contemporary', 'Magic']"
9781882413348,The Summer of Black Widows,Sherman Alexie,Hanging Loose Press,English,"['Poetry', 'Fiction', 'American', 'Literature', 'Native Americans']"
9780446400183,The Summer of the Danes ,Ellis Peters,Mysterious Press,English,"['Mystery', 'Historical Fiction', 'Fiction', 'Historical', 'Medieval', 'Historical Mystery', 'Crime']"
9780451451385,The Summer Tree ,Guy Gavriel Kay,Roc,English,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Canada', 'Magic']"
9780061662690,The Summoning ,Kelley Armstrong,HarperCollins,English,"['Young Adult', 'Fantasy', 'Paranormal', 'Urban Fantasy', 'Supernatural', 'Romance', 'Magic']"
9780385339599,The Summons,John Grisham,Delta,English,"['Fiction', 'Mystery', 'Thriller', 'Legal Thriller', 'Suspense', 'Crime', 'Mystery Thriller']"
9781250124715,The Sun Does Shine: How I Found Life and Freedom on Death Row,Anthony Ray Hinton,St. Martin's Press,English,"['Nonfiction', 'Memoir', 'Biography', 'Audiobook', 'True Crime', 'Race', 'Social Justice']"
9780440000174,The Sun Down Motel,Simone St. James,Berkley,English,"['Mystery', 'Horror', 'Thriller', 'Fiction', 'Mystery Thriller', 'Paranormal', 'Audiobook']"
9780553496680,The Sun Is Also a Star,Nicola Yoon,Delacorte Press,English,"['Romance', 'Young Adult', 'Contemporary', 'Fiction', 'Audiobook', 'Realistic Fiction', 'Young Adult Contemporary']"
9781400077090,The Sunday Philosophy Club ,Alexander McCall Smith,Anchor,English,"['Mystery', 'Fiction', 'Scotland', 'Philosophy', 'Audiobook', 'Crime', 'Cozy Mystery']"
9780345363138,The Sunne in Splendour,Sharon Kay Penman,Ballantine Books,English,"['Historical Fiction', 'Fiction', 'Historical', 'Medieval', 'British Literature', '15th Century', 'Plantagenet']"
9780385730303,The Sweet Far Thing ,Libba Bray,Delacorte Press,English,"['Fantasy', 'Young Adult', 'Historical Fiction', 'Historical', 'Fiction', 'Romance', 'Paranormal']"
9780385342308,The Sweetness at the Bottom of the Pie ,Alan Bradley,Delacorte Press,English,"['Mystery', 'Fiction', 'Historical Fiction', 'Young Adult', 'Mystery Thriller', 'Audiobook', 'Crime']"
9780671631932,The Sword of the Lictor ,Gene Wolfe,Timescape Books,English,"['Fantasy', 'Science Fiction', 'Fiction', 'Novels', 'Science Fiction Fantasy', 'Speculative Fiction', 'Classics']"
9780060750862,The System of the World ,Neal Stephenson,William Morrow Paperbacks,English,"['Fiction', 'Historical Fiction', 'Science Fiction', 'Fantasy', 'Historical', 'Speculative Fiction', 'Science Fiction Fantasy']"
